2016	339	0	1	0.46
2016	339	0	2	0.47
2016	339	0	3	0.46
2016	339	0	4	0.63
2016	339	0	5	0.59
2016	339	0	6	0.52
2016	339	0	7	0.64
2016	339	0	8	0.74
2016	339	0	9	0.20
2016	339	0	10	0.09
2016	339	0	11	-0.06
2016	339	0	12	-0.04
2016	339	0	13	-0.11
2016	339	0	14	-0.23
2016	339	0	15	-0.39
2016	339	0	16	-0.50
2016	339	0	17	-0.24
2016	339	0	18	-0.39
2016	339	0	19	-0.42
2016	339	0	20	-0.87
2016	339	0	21	-0.90
2016	339	0	22	-0.88
2016	339	0	23	-0.89
2016	339	0	24	-0.87
2016	339	0	25	-0.83
2016	339	0	26	-0.85
2016	339	0	27	-0.96
2016	339	0	28	-1.03
2016	339	0	29	-0.99
2016	339	0	30	-0.88
2016	339	0	31	-1.06
2016	339	0	32	-1.03
2016	339	0	33	-1.17
2016	339	0	34	-1.10
2016	339	0	35	-0.99
2016	339	0	36	-0.98
2016	339	0	37	-1.05
2016	339	0	38	-1.18
2016	339	0	39	-1.08
2016	339	0	40	-0.95
2016	339	0	41	-0.92
2016	339	0	42	-1.14
2016	339	0	43	-1.28
2016	339	0	44	-1.35
2016	339	0	45	-1.40
2016	339	0	46	-1.36
2016	339	0	47	-1.31
2016	339	0	48	-1.40
2016	339	0	49	-1.40
2016	339	0	50	-1.52
2016	339	0	51	-1.56
2016	339	0	52	-1.34
2016	339	0	53	-1.11
2016	339	0	54	-1.10
2016	339	0	55	-1.08
2016	339	0	56	-0.97
2016	339	0	57	-1.06
2016	339	0	58	-1.12
2016	339	0	59	-1.17
2016	339	1	0	-1.27
2016	339	1	1	-1.29
2016	339	1	2	-1.29
2016	339	1	3	-1.31
2016	339	1	4	-1.30
2016	339	1	5	-1.32
2016	339	1	6	-1.38
2016	339	1	7	-1.06
2016	339	1	8	-0.98
2016	339	1	9	-1.31
2016	339	1	10	-1.44
2016	339	1	11	-1.55
2016	339	1	12	-1.47
2016	339	1	13	-1.39
2016	339	1	14	-1.53
2016	339	1	15	-1.52
2016	339	1	16	-1.63
2016	339	1	17	-1.67
2016	339	1	18	-1.45
2016	339	1	19	-1.58
2016	339	1	20	-1.49
2016	339	1	21	-1.43
2016	339	1	22	-1.43
2016	339	1	23	-1.56
2016	339	1	24	-1.75
2016	339	1	25	-1.77
2016	339	1	26	-1.79
2016	339	1	27	-1.85
2016	339	1	28	-1.86
2016	339	1	29	-1.80
2016	339	1	30	-1.60
2016	339	1	31	-1.72
2016	339	1	32	-1.69
2016	339	1	33	-1.72
2016	339	1	34	-1.77
2016	339	1	35	-1.75
2016	339	1	36	-1.75
2016	339	1	37	-1.76
2016	339	1	38	-1.73
2016	339	1	39	-1.66
2016	339	1	40	-1.61
2016	339	1	41	-1.64
2016	339	1	42	-1.67
2016	339	1	43	-1.70
2016	339	1	44	-1.69
2016	339	1	45	-1.63
2016	339	1	46	-1.66
2016	339	1	47	-1.71
2016	339	1	48	-1.79
2016	339	1	49	-1.21
2016	339	1	50	-1.31
2016	339	1	51	-1.26
2016	339	1	52	-1.37
2016	339	1	53	-1.66
2016	339	1	54	-1.85
2016	339	1	55	-1.76
2016	339	1	56	-1.67
2016	339	1	57	-1.70
2016	339	1	58	-1.82
2016	339	1	59	-1.21
2016	339	2	0	-1.22
2016	339	2	1	-1.17
2016	339	2	2	-1.24
2016	339	2	3	-1.21
2016	339	2	4	-1.15
2016	339	2	5	-1.01
2016	339	2	6	-0.93
2016	339	2	7	-0.82
2016	339	2	8	-0.83
2016	339	2	10	-0.83
2016	339	2	12	-0.98
2016	339	2	13	-1.03
2016	339	2	14	-1.07
2016	339	2	15	-1.04
2016	339	2	16	-1.00
2016	339	2	17	-1.06
2016	339	2	18	-1.12
2016	339	2	19	-1.02
2016	339	2	20	-1.00
2016	339	2	21	-0.98
2016	339	2	22	-0.97
2016	339	2	23	-1.02
2016	339	2	24	-1.13
2016	339	2	25	-1.26
2016	339	2	26	-1.26
2016	339	2	27	-1.31
2016	339	2	28	-1.27
2016	339	2	29	-1.38
2016	339	2	30	-1.28
2016	339	2	31	-1.24
2016	339	2	32	-1.26
2016	339	2	33	-1.31
2016	339	2	34	-1.26
2016	339	2	35	-1.28
2016	339	2	36	-1.31
2016	339	2	37	-1.29
2016	339	2	38	-1.32
2016	339	2	39	-1.30
2016	339	2	40	-1.29
2016	339	2	41	-1.32
2016	339	2	42	-1.35
2016	339	2	43	-1.30
2016	339	2	44	-1.30
2016	339	2	45	-1.31
2016	339	2	46	-1.26
2016	339	2	47	-1.24
2016	339	2	48	-1.20
2016	339	2	49	-1.24
2016	339	2	50	-1.19
2016	339	2	51	-1.22
2016	339	2	52	-1.21
2016	339	2	53	-1.30
2016	339	2	54	-1.34
2016	339	2	55	-1.38
2016	339	2	56	-1.35
2016	339	2	57	-1.37
2016	339	2	58	-1.35
2016	339	2	59	-1.36
2016	339	3	0	-1.33
2016	339	3	1	-1.37
2016	339	3	2	-1.38
2016	339	3	3	-1.33
2016	339	3	4	-1.47
2016	339	3	5	-1.59
2016	339	3	6	-1.56
2016	339	3	7	-1.49
2016	339	3	12	-1.15
2016	339	3	13	-1.25
2016	339	3	14	-1.31
2016	339	3	15	-1.19
2016	339	3	16	-1.24
2016	339	3	17	-1.31
2016	339	3	18	-1.30
2016	339	3	19	-1.29
2016	339	3	20	-1.37
2016	339	3	21	-1.35
2016	339	3	22	-1.38
2016	339	3	23	-1.32
2016	339	3	24	-1.23
2016	339	3	25	-1.24
2016	339	3	26	-1.24
2016	339	3	27	-1.21
2016	339	3	28	-1.27
2016	339	3	29	-1.20
2016	339	3	30	-1.15
2016	339	3	31	-1.11
2016	339	3	32	-1.14
2016	339	3	33	-1.22
2016	339	3	34	-1.34
2016	339	3	35	-1.41
2016	339	3	36	-1.34
2016	339	3	37	-1.41
2016	339	3	38	-1.47
2016	339	3	39	-1.48
2016	339	3	40	-1.52
2016	339	3	41	-1.54
2016	339	3	42	-1.52
2016	339	3	43	-1.54
2016	339	3	44	-1.52
2016	339	3	45	-1.44
2016	339	3	46	-1.49
2016	339	3	48	-1.49
2016	339	3	49	-1.49
2016	339	3	50	-1.48
2016	339	3	51	-1.45
2016	339	3	52	-1.52
2016	339	3	53	-1.46
2016	339	3	54	-1.39
2016	339	3	55	-1.53
2016	339	3	56	-1.54
2016	339	3	57	-1.53
2016	339	3	58	-1.57
2016	339	3	59	-1.64
2016	339	4	0	-1.50
2016	339	4	1	-0.94
2016	339	4	2	-1.00
2016	339	4	3	-1.49
2016	339	4	4	-1.41
2016	339	4	5	-1.45
2016	339	4	6	-1.55
2016	339	4	7	-1.48
2016	339	4	8	-1.38
2016	339	4	9	-1.62
2016	339	4	10	-1.69
2016	339	4	11	-1.53
2016	339	4	12	-1.59
2016	339	4	13	-1.45
2016	339	4	14	-1.59
2016	339	4	15	-1.71
2016	339	4	16	-1.69
2016	339	4	17	-1.66
2016	339	4	18	-1.71
2016	339	4	19	-1.67
2016	339	4	20	-1.69
2016	339	4	22	-1.71
2016	339	4	23	-1.74
2016	339	4	24	-1.74
2016	339	4	25	-1.76
2016	339	4	27	-1.65
2016	339	4	28	-1.60
2016	339	4	30	-1.58
2016	339	4	31	-1.59
2016	339	4	32	-1.59
2016	339	4	33	-1.59
2016	339	4	35	-1.56
2016	339	4	36	-1.53
2016	339	4	38	-1.56
2016	339	4	39	-1.67
2016	339	4	40	-1.67
2016	339	4	41	-1.75
2016	339	4	42	-1.77
2016	339	4	43	-1.77
2016	339	4	44	-1.77
2016	339	4	45	-1.78
2016	339	4	46	-1.78
2016	339	4	47	-1.79
2016	339	4	48	-1.79
2016	339	4	49	-1.79
2016	339	4	50	-1.78
2016	339	4	51	-1.78
2016	339	4	52	-1.78
2016	339	4	53	-1.79
2016	339	4	54	-1.83
2016	339	4	56	-1.80
2016	339	4	57	-1.85
2016	339	4	58	-1.84
2016	339	4	59	-1.83
2016	339	5	0	-1.80
2016	339	5	1	-1.89
2016	339	5	2	-1.95
2016	339	5	3	-2.03
2016	339	5	4	-1.97
2016	339	5	5	-1.90
2016	339	5	6	-1.81
2016	339	5	7	-1.80
2016	339	5	8	-1.72
2016	339	5	9	-1.62
2016	339	5	10	-1.62
2016	339	5	11	-1.60
2016	339	5	12	-1.40
2016	339	5	13	-1.50
2016	339	5	14	-1.53
2016	339	5	15	-1.33
2016	339	5	16	-1.19
2016	339	5	17	-1.19
2016	339	5	18	-1.02
2016	339	5	19	-0.96
2016	339	5	20	-0.76
2016	339	5	21	-0.64
2016	339	5	22	-0.92
2016	339	5	23	-1.05
2016	339	5	24	-0.81
2016	339	5	25	-0.91
2016	339	5	26	-0.99
2016	339	5	27	-0.68
2016	339	5	28	-0.97
2016	339	5	29	-1.21
2016	339	5	30	-1.39
2016	339	5	31	-1.24
2016	339	5	32	-1.28
2016	339	5	33	-1.28
2016	339	5	34	-1.43
2016	339	5	35	-1.46
2016	339	5	36	-1.32
2016	339	5	37	-1.22
2016	339	5	38	-1.07
2016	339	5	39	-0.77
2016	339	5	40	-0.82
2016	339	5	41	-0.50
2016	339	5	42	-1.07
2016	339	5	43	-1.03
2016	339	5	44	-1.24
2016	339	5	45	-1.19
2016	339	5	46	-1.21
2016	339	5	47	-1.20
2016	339	5	48	-1.37
2016	339	5	49	-1.14
2016	339	5	50	-0.96
2016	339	5	51	-1.50
2016	339	5	52	-1.36
2016	339	5	53	-1.44
2016	339	5	54	-1.62
2016	339	5	55	-1.61
2016	339	5	56	-1.24
2016	339	5	57	-1.13
2016	339	5	58	-1.01
2016	339	5	59	-1.01
2016	339	6	0	-1.03
2016	339	6	1	-0.99
2016	339	6	2	-0.79
2016	339	6	3	-0.77
2016	339	6	4	-0.53
2016	339	6	5	-0.61
2016	339	6	6	-0.66
2016	339	6	7	-0.45
2016	339	6	8	-0.59
2016	339	6	9	-0.76
2016	339	6	10	-0.76
2016	339	6	11	-0.77
2016	339	6	12	-0.75
2016	339	6	13	-0.76
2016	339	6	14	-0.75
2016	339	6	15	-0.77
2016	339	6	16	-0.75
2016	339	6	17	-0.69
2016	339	6	18	-0.64
2016	339	6	19	-0.69
2016	339	6	20	-0.62
2016	339	6	21	-0.61
2016	339	6	22	-0.63
2016	339	6	23	-0.70
2016	339	6	24	-0.65
2016	339	6	25	-0.60
2016	339	6	26	-0.63
2016	339	6	27	-0.74
2016	339	6	28	-0.65
2016	339	6	29	-0.75
2016	339	6	30	-0.74
2016	339	6	31	-0.81
2016	339	6	32	-0.79
2016	339	6	33	-0.81
2016	339	6	34	-0.61
2016	339	6	35	-0.82
2016	339	6	36	-0.90
2016	339	6	37	-0.84
2016	339	6	38	-0.97
2016	339	6	39	-0.94
2016	339	6	40	-0.82
2016	339	6	41	-0.81
2016	339	6	42	-0.78
2016	339	6	43	-0.70
2016	339	6	44	-0.96
2016	339	6	45	-1.02
2016	339	6	46	-1.04
2016	339	6	47	-1.08
2016	339	6	48	-1.09
2016	339	6	49	-1.24
2016	339	6	50	-1.05
2016	339	6	51	-1.08
2016	339	6	52	-1.30
2016	339	6	53	-1.44
2016	339	6	54	-1.26
